market_slug,timestamp_ms,timestamp_et,time_till_end,seconds_till_end,oracle_btc_price,binance_btc_price,lag,binance_ret1s_x100,binance_ret5s_x100,binance_volume_1s,binance_volume_5s,binance_atr_5s,binance_atr_30s,binance_rvol_30s,binance_volma_30s,binance_volume_spike,binance_vwap_30s,binance_p_vwap_5s,binance_p_vwap_30s,lat_dir_raw_x1000,lat_dir_norm_x1000,up_bid_1_price,up_bid_1_size,up_bid_2_price,up_bid_2_size,up_bid_3_price,up_bid_3_size,up_bid_4_price,up_bid_4_size,up_bid_5_price,up_bid_5_size,up_ask_1_price,up_ask_1_size,up_ask_2_price,up_ask_2_size,up_ask_3_price,up_ask_3_size,up_ask_4_price,up_ask_4_size,up_ask_5_price,up_ask_5_size,down_bid_1_price,down_bid_1_size,down_bid_2_price,down_bid_2_size,down_bid_3_price,down_bid_3_size,down_bid_4_price,down_bid_4_size,down_bid_5_price,down_bid_5_size,down_ask_1_price,down_ask_1_size,down_ask_2_price,down_ask_2_size,down_ask_3_price,down_ask_3_size,down_ask_4_price,down_ask_4_size,down_ask_5_price,down_ask_5_size,pm_up_bid_depth5,pm_up_ask_depth5,pm_up_total_depth5,pm_down_bid_depth5,pm_down_ask_depth5,pm_down_total_depth5,pm_up_spread,pm_down_spread,pm_up_imbalance,pm_down_imbalance,pm_up_microprice,pm_down_microprice,pm_up_bid_slope,pm_up_ask_slope,pm_down_bid_slope,pm_down_ask_slope,pm_up_bid_eatflow,pm_up_ask_eatflow,pm_down_bid_eatflow,pm_down_ask_eatflow
btc-updown-15m-1770304500,1770304500103,2026-02-05 10:15:00.103,15:00,900,,68064.0,,3.3112159393380005,6.264206009315684,292380.1277908,1388050.5017923,20.515000000003056,17.25199999999992,0.024976265684887835,171155.01160943546,1.708276754746699,68063.23475040996,0.04493488230583598,0.0011243215119582928,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304501104,2026-02-05 10:15:01.104,14:59,899,,68071.04,,1.0343206393972726,8.767646487551147,140653.3832123,1271450.2023531,25.479999999999563,17.262333333333178,0.02509366892496638,172203.71537528065,0.8167848347858027,68061.63895499578,0.04261321047149824,0.013812545728475456,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304502159,2026-02-05 10:15:02.159,14:58,898,,68051.16,,-2.9204783708299606,5.846078745623427,100563.9949194,1293356.9723402,28.06749999999738,18.208275862068746,0.020152832794351434,177183.22448913,0.5675706332208075,68059.73328777953,0.009614948884273389,-0.012596710808832068,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304503106,2026-02-05 10:15:03.106,14:57,897,,68070.14,,2.789078099476324,8.218867107828327,342915.8569528,1355332.2889794,23.94499999999607,18.858620689654973,0.021340501329022547,187588.57627375334,1.8280210008757312,68059.96919212266,0.018760844360987683,0.014943891391761,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304504103,2026-02-05 10:15:04.103,14:56,896,,68079.79,,1.417655377232099,5.63185951155853,489767.0431812,1366280.4060565,21.087999999997557,18.55199999999992,0.021217009656329302,197336.2687546387,2.4818906644584424,68061.5560656076,0.02419426416500059,0.026790357797312758,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304505102,2026-02-05 10:15:05.102,14:55,895,,68086.63,,1.0047034516427065,3.3248119417026114,148753.1076056,1222653.3858713,17.882000000000698,19.481724137931575,0.019430151979285673,205063.43420335333,0.7254004507604579,68060.94220140477,0.02073169567331501,0.03774234937743426,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304506105,2026-02-05 10:15:06.105,14:54,894,,68093.44,,1.000196367480322,3.2906798544592144,271547.2986354,1353547.3012944,16.637500000000728,20.002758620690216,0.018975487631416637,213377.83908096998,1.2726124690594351,68062.11701669235,0.021639284277208404,0.04602117107224135,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304507102,2026-02-05 10:15:07.102,14:53,893,,68079.61,,-2.0310326516037,4.180678183883579,382971.5961763,1635954.9025513001,18.71600000000035,20.237000000000503,0.021667128902337268,218848.60543888385,1.74993848102564,68063.10448910003,0.001032440881343355,0.024250305688910956,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304508103,2026-02-05 10:15:08.103,14:52,892,,68128.9,,7.240053225920888,8.632272535357613,632963.641684,1926002.6872825,24.2820000000007,21.82100000000064,0.027996456736857384,238973.1847550871,2.648680613821572,68068.65634016284,0.05112994346367916,0.08850425890016833,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
btc-updown-15m-1770304500,1770304509103,2026-02-05 10:15:09.103,14:51,891,,68144.02,,2.2193224901634836,9.434517938438189,451098.2882008,1887333.9323021001,27.090000000000146,20.862758620690798,0.0273837961600983,255268.50202752,1.7671521735657303,68071.72581342343,0.0439577211044595,0.10620295829537607,,,0.02,4706.64,0.01,22879.91,,,,,,,0.03,581.54,0.04,1504.0,0.05,5777.83,0.06,1912.42,0.07,1238.0,0.97,581.54,0.96,1504.0,0.95,5777.83,0.94,1912.42,0.93,1238.0,0.98,4706.64,0.99,22879.91,,,,,,,27586.55,11013.79,38600.34,11013.79,27586.55,38600.34,0.009999999999999998,0.010000000000000009,0.4293423322177991,-0.4293423322177991,0.028900302183359865,0.9710996978166402,,0.1893571604325123,0.1893571604325123,,,,,
